order_id,order_date,product,category,store,quantity,unit_price,revenue
O100398,2024-04-08,Phone Case,Accessories,East,3,49.99,149.97
O100399,2023-10-18,Wireless Mouse,Peripherals,Central,1,29.99,29.99
O100400,2023-12-14,Charger,Accessories,East,4,79.99,319.96
O100401,2024-03-14,Phone Case,Accessories,Central,3,149.99,449.97
O100402,2023-08-25,USB-C Cable,Accessories,East,3,14.99,44.97
O100403,2023-12-22,Charger,Accessories,East,2,49.99,99.98
O100404,2023-04-27,Phone Case,Accessories,West,3,19.99,59.97
O100405,2023-11-26,Wireless Mouse,Peripherals,West,1,79.99,79.99
O100406,2023-05-08,Webcam,Peripherals,West,1,29.99,29.99
O100407,2023-04-14,Monitor,Displays,West,1,19.99,19.99
O100408,2024-02-16,HDMI Cable,Accessories,West,1,24.99,24.99
O100409,2023-11-07,Webcam,Peripherals,East,2,19.99,39.98
O100410,2023-07-23,Webcam,Peripherals,East,1,79.99,79.99
O100411,2023-01-22,Monitor,Displays,East,4,19.99,79.96
O100412,2023-05-08,Wireless Mouse,Peripherals,West,2,149.99,299.98
O100413,2024-03-08,Wireless Mouse,Peripherals,East,1,199.99,199.99
O100414,2023-09-10,Earbuds,Audio,East,4,14.99,59.96
O100415,2024-06-02,Phone Case,Accessories,West,2,149.99,299.98
O100416,2024-05-01,Wireless Mouse,Peripherals,West,3,29.99,89.97
O100417,2024-04-06,Keyboard,Peripherals,East,3,199.99,599.97
O100418,2023-01-09,Webcam,Peripherals,Central,4,29.99,119.96
O100419,2023-01-28,Monitor,Displays,Central,1,149.99,149.99
O100420,2023-11-09,Keyboard,Peripherals,East,2,199.99,399.98
O100421,2023-07-02,Charger,Accessories,West,2,149.99,299.98
O100422,2024-03-30,Laptop Stand,Accessories,East,3,24.99,74.97
O100423,2023-06-21,Phone Case,Accessories,East,4,24.99,99.96
O100424,2023-03-24,Keyboard,Peripherals,East,1,19.99,19.99
O100425,2023-03-02,Charger,Accessories,East,4,79.99,319.96
O100426,2023-06-12,Charger,Accessories,East,2,9.99,19.98
O100427,2023-12-05,Monitor,Displays,East,4,14.99,59.96
O100428,2023-03-10,Earbuds,Audio,West,4,14.99,59.96
O100429,2024-03-06,Monitor,Displays,East,1,49.99,49.99
O100430,2023-06-13,HDMI Cable,Accessories,Central,1,29.99,29.99
O100431,2023-06-19,Charger,Accessories,Central,4,9.99,39.96
O100432,2023-12-24,Earbuds,Audio,East,2,24.99,49.98
O100433,2024-04-10,Webcam,Peripherals,West,2,199.99,399.98
O100434,2023-08-24,Monitor,Displays,Central,2,24.99,49.98
O100435,2024-03-06,Webcam,Peripherals,East,1,149.99,149.99
O100436,2023-06-14,Monitor,Displays,West,4,24.99,99.96
O100437,2023-03-11,Keyboard,Peripherals,West,2,14.99,29.98
O100438,2024-03-23,Monitor,Displays,East,1,9.99,9.99
O100439,2024-02-19,Phone Case,Accessories,East,4,79.99,319.96
O100440,2024-02-10,Keyboard,Peripherals,East,1,29.99,29.99
O100441,2024-04-21,Charger,Accessories,West,4,149.99,599.96
O100442,2023-09-27,Earbuds,Audio,East,3,79.99,239.96999999999997
O100443,2023-04-17,USB-C Cable,Accessories,West,2,9.99,19.98
O100444,2023-11-12,Earbuds,Audio,Central,2,49.99,99.98
O100445,2023-11-06,Keyboard,Peripherals,East,1,49.99,49.99
O100446,2023-07-28,Charger,Accessories,East,2,14.99,29.98
O100447,2023-12-11,Monitor,Displays,Central,4,24.99,99.96
O100448,2023-05-23,Wireless Mouse,Peripherals,West,4,24.99,99.96
O100449,2023-11-26,Laptop Stand,Accessories,West,4,49.99,199.96
O100450,2024-03-04,Phone Case,Accessories,East,3,49.99,149.97
O100451,2023-02-21,Laptop Stand,Accessories,West,3,149.99,449.97
O100452,2023-09-02,Webcam,Peripherals,East,4,9.99,39.96
O100453,2023-12-24,Monitor,Displays,West,1,79.99,79.99
O100454,2023-01-28,Charger,Accessories,East,4,19.99,79.96
O100455,2023-12-08,Wireless Mouse,Peripherals,East,3,14.99,44.97
O100456,2024-05-07,Keyboard,Peripherals,Central,2,24.99,49.98
O100457,2024-03-20,Monitor,Displays,West,3,29.99,89.97
O100458,2024-01-06,Charger,Accessories,Central,3,9.99,29.97
O100459,2024-03-09,Monitor,Displays,East,2,49.99,99.98
O100460,2023-07-15,Wireless Mouse,Peripherals,East,4,149.99,599.96
O100461,2023-06-26,Keyboard,Peripherals,East,2,9.99,19.98
O100462,2023-02-15,Webcam,Peripherals,East,4,149.99,599.96
O100463,2024-01-25,Keyboard,Peripherals,East,1,14.99,14.99
O100464,2023-06-19,Charger,Accessories,East,2,149.99,299.98
O100465,2024-04-13,USB-C Cable,Accessories,East,2,24.99,49.98
O100466,2023-09-09,Phone Case,Accessories,East,1,24.99,24.99
O100467,2024-04-27,Monitor,Displays,Central,1,14.99,14.99
O100468,2023-03-16,Keyboard,Peripherals,West,3,49.99,149.97
O100469,2023-03-29,USB-C Cable,Accessories,Central,2,19.99,39.98
O100470,2023-07-07,Wireless Mouse,Peripherals,East,4,14.99,59.96
O100471,2023-01-15,Phone Case,Accessories,East,4,79.99,319.96
O100472,2023-09-23,Charger,Accessories,Central,2,79.99,159.98
O100473,2023-12-18,Webcam,Peripherals,East,1,199.99,199.99
O100474,2023-12-24,Phone Case,Accessories,East,3,29.99,89.97
O100475,2023-04-26,Laptop Stand,Accessories,West,3,29.99,89.97
O100476,2023-03-30,Keyboard,Peripherals,East,2,79.99,159.98
O100477,2023-11-01,Earbuds,Audio,East,4,49.99,199.96
O100478,2023-12-08,Charger,Accessories,West,1,199.99,199.99
O100479,2024-05-25,Charger,Accessories,West,2,79.99,159.98
O100480,2024-04-28,Phone Case,Accessories,East,1,199.99,199.99
O100481,2023-07-24,Phone Case,Accessories,West,3,79.99,239.96999999999997
O100482,2023-03-29,Monitor,Displays,West,1,199.99,199.99
O100483,2023-05-17,Phone Case,Accessories,Central,1,49.99,49.99
O100484,2024-04-21,Laptop Stand,Accessories,East,1,29.99,29.99
O100485,2023-09-04,HDMI Cable,Accessories,East,3,9.99,29.97
O100486,2024-06-20,Keyboard,Peripherals,West,2,19.99,39.98
O100487,2023-12-21,Phone Case,Accessories,East,3,149.99,449.97
O100488,2023-11-18,USB-C Cable,Accessories,Central,1,49.99,49.99
O100489,2023-02-24,Laptop Stand,Accessories,Central,3,14.99,44.97
O100490,2023-11-15,USB-C Cable,Accessories,East,3,9.99,29.97
O100491,2023-07-25,Charger,Accessories,Central,2,14.99,29.98
O100492,2024-03-31,Webcam,Peripherals,East,2,14.99,29.98
O100493,2023-03-14,Earbuds,Audio,Central,4,29.99,119.96
O100494,2023-04-14,Webcam,Peripherals,East,3,19.99,59.97
O100495,2023-12-24,Earbuds,Audio,East,4,49.99,199.96
O100496,2024-01-03,Earbuds,Audio,East,2,79.99,159.98
O100497,2024-03-24,Phone Case,Accessories,West,3,79.99,239.96999999999997
O100498,2023-10-11,Laptop Stand,Accessories,East,3,79.99,239.96999999999997
O100499,2023-07-23,Wireless Mouse,Peripherals,Central,3,19.99,59.97
O100500,2023-06-15,USB-C Cable,Accessories,West,2,199.99,399.98
O100501,2023-07-20,Webcam,Peripherals,West,2,199.99,399.98
O100502,2023-12-24,Webcam,Peripherals,West,2,9.99,19.98
O100503,2023-10-19,USB-C Cable,Accessories,West,4,49.99,199.96
O100504,2023-06-09,Monitor,Displays,Central,2,24.99,49.98
O100505,2023-04-27,Laptop Stand,Accessories,West,3,149.99,449.97
O100506,2024-01-19,Earbuds,Audio,West,3,79.99,239.96999999999997
O100507,2023-05-14,Phone Case,Accessories,East,4,29.99,119.96
O100508,2023-04-23,Webcam,Peripherals,East,2,24.99,49.98
O100509,2023-06-28,Monitor,Displays,East,2,9.99,19.98
O100510,2024-04-05,Charger,Accessories,East,1,24.99,24.99
O100511,2023-09-05,USB-C Cable,Accessories,East,4,9.99,39.96
O100512,2023-11-18,Laptop Stand,Accessories,Central,2,199.99,399.98
O100513,2023-02-14,HDMI Cable,Accessories,East,1,49.99,49.99
O100514,2023-07-06,Keyboard,Peripherals,West,1,29.99,29.99
O100515,2024-02-11,Laptop Stand,Accessories,East,3,24.99,74.97
O100516,2024-02-22,Charger,Accessories,West,2,49.99,99.98
O100517,2023-11-09,Charger,Accessories,West,1,24.99,24.99
O100518,2024-04-18,Wireless Mouse,Peripherals,East,4,199.99,799.96
O100519,2023-06-11,Monitor,Displays,Central,1,19.99,19.99
O100520,2023-03-30,HDMI Cable,Accessories,East,2,24.99,49.98
O100521,2023-02-11,Charger,Accessories,East,4,14.99,59.96
O100522,2023-04-18,Webcam,Peripherals,West,2,79.99,159.98
O100523,2024-02-17,Keyboard,Peripherals,East,1,29.99,29.99
O100524,2024-05-03,Webcam,Peripherals,Central,3,19.99,59.97
O100525,2023-03-12,Phone Case,Accessories,East,2,19.99,39.98
O100526,2023-09-28,Wireless Mouse,Peripherals,East,3,149.99,449.97
O100527,2023-03-13,Charger,Accessories,West,1,199.99,199.99
O100528,2024-04-01,Charger,Accessories,Central,3,14.99,44.97
O100529,2023-03-12,Monitor,Displays,Central,4,14.99,59.96
O100530,2023-12-12,HDMI Cable,Accessories,East,1,49.99,49.99
O100531,2023-02-13,Phone Case,Accessories,West,1,199.99,199.99
O100532,2024-02-03,HDMI Cable,Accessories,West,2,49.99,99.98
O100533,2024-05-04,Charger,Accessories,West,2,149.99,299.98
O100534,2024-01-31,USB-C Cable,Accessories,East,3,79.99,239.96999999999997
O100535,2023-05-26,USB-C Cable,Accessories,Central,4,24.99,99.96
O100536,2024-03-30,HDMI Cable,Accessories,West,4,19.99,79.96
O100537,2023-06-15,HDMI Cable,Accessories,East,3,79.99,239.96999999999997
O100538,2024-02-12,HDMI Cable,Accessories,East,4,49.99,199.96
O100539,2024-03-25,Laptop Stand,Accessories,East,3,49.99,149.97
O100540,2023-09-20,Earbuds,Audio,Central,4,9.99,39.96
O100541,2023-12-01,Earbuds,Audio,West,4,29.99,119.96
O100542,2024-04-06,HDMI Cable,Accessories,West,1,79.99,79.99
O100543,2023-04-12,Monitor,Displays,Central,1,149.99,149.99
O100544,2023-01-11,HDMI Cable,Accessories,East,1,29.99,29.99
O100545,2023-08-23,Earbuds,Audio,Central,3,149.99,449.97
O100546,2023-04-08,Earbuds,Audio,East,2,149.99,299.98
O100547,2024-04-22,Keyboard,Peripherals,East,3,14.99,44.97
O100548,2024-04-13,Earbuds,Audio,East,4,79.99,319.96
O100549,2023-07-22,Charger,Accessories,West,3,199.99,599.97
O100550,2023-06-16,HDMI Cable,Accessories,East,2,29.99,59.98
O100551,2024-01-19,HDMI Cable,Accessories,Central,3,9.99,29.97
O100552,2023-09-02,Laptop Stand,Accessories,West,3,199.99,599.97
O100553,2023-02-22,HDMI Cable,Accessories,West,1,9.99,9.99
O100554,2023-12-24,Charger,Accessories,East,1,9.99,9.99
O100555,2024-01-28,Keyboard,Peripherals,West,1,29.99,29.99
O100556,2023-02-07,Phone Case,Accessories,West,3,19.99,59.97
O100557,2024-02-24,HDMI Cable,Accessories,East,4,19.99,79.96
O100558,2023-10-16,Monitor,Displays,West,4,199.99,799.96
O100559,2024-03-21,Wireless Mouse,Peripherals,Central,3,24.99,74.97
O100560,2024-04-04,Keyboard,Peripherals,Central,4,9.99,39.96
O100561,2023-12-31,Wireless Mouse,Peripherals,East,2,29.99,59.98
O100562,2023-06-30,Monitor,Displays,East,1,19.99,19.99
O100563,2023-07-20,USB-C Cable,Accessories,Central,1,29.99,29.99
O100564,2024-01-27,HDMI Cable,Accessories,West,1,149.99,149.99
O100565,2023-02-04,HDMI Cable,Accessories,Central,3,199.99,599.97
O100566,2023-05-05,Laptop Stand,Accessories,Central,4,79.99,319.96
O100567,2023-10-08,Wireless Mouse,Peripherals,East,1,199.99,199.99
O100568,2024-05-24,Charger,Accessories,Central,4,19.99,79.96
O100569,2024-02-14,Webcam,Peripherals,West,3,24.99,74.97
O100570,2024-03-16,HDMI Cable,Accessories,West,1,149.99,149.99
O100571,2023-04-14,Webcam,Peripherals,Central,2,19.99,39.98
O100572,2023-06-01,USB-C Cable,Accessories,West,3,49.99,149.97
O100573,2023-05-24,Keyboard,Peripherals,Central,4,49.99,199.96
O100574,2024-02-09,Webcam,Peripherals,East,4,19.99,79.96
O100575,2023-10-17,Earbuds,Audio,East,1,14.99,14.99
O100576,2023-04-25,USB-C Cable,Accessories,West,1,9.99,9.99
O100577,2024-02-09,Monitor,Displays,West,2,24.99,49.98
O100578,2023-12-11,Webcam,Peripherals,West,1,24.99,24.99
O100579,2024-04-29,Keyboard,Peripherals,West,1,79.99,79.99
O100580,2023-10-29,USB-C Cable,Accessories,West,2,79.99,159.98
O100581,2023-03-09,Laptop Stand,Accessories,Central,4,9.99,39.96
O100582,2024-04-24,Laptop Stand,Accessories,West,3,29.99,89.97
O100583,2023-04-10,HDMI Cable,Accessories,Central,3,79.99,239.96999999999997
O100584,2023-01-30,Charger,Accessories,Central,3,199.99,599.97
O100585,2024-03-07,Earbuds,Audio,Central,1,79.99,79.99
O100586,2023-09-01,Charger,Accessories,East,3,19.99,59.97
O100587,2023-12-15,Monitor,Displays,East,4,24.99,99.96
O100588,2023-03-12,Charger,Accessories,West,1,24.99,24.99
O100589,2024-01-25,USB-C Cable,Accessories,East,3,19.99,59.97
O100590,2023-08-07,Phone Case,Accessories,Central,2,9.99,19.98
O100591,2024-06-22,Monitor,Displays,East,2,29.99,59.98
O100592,2023-12-10,Webcam,Peripherals,West,1,19.99,19.99
O100593,2024-05-22,Earbuds,Audio,East,4,19.99,79.96
O100594,2024-03-04,Wireless Mouse,Peripherals,West,2,24.99,49.98
O100595,2024-03-31,Charger,Accessories,Central,2,149.99,299.98
O100596,2023-02-17,USB-C Cable,Accessories,Central,4,79.99,319.96
O100597,2024-02-24,Earbuds,Audio,East,4,49.99,199.96
O100598,2023-11-22,Keyboard,Peripherals,West,1,79.99,79.99
O100599,2023-08-02,Webcam,Peripherals,West,2,19.99,39.98
O100600,2023-06-18,Earbuds,Audio,East,2,24.99,49.98
O100601,2023-12-13,Keyboard,Peripherals,West,4,149.99,599.96
O100602,2023-04-17,Charger,Accessories,Central,1,49.99,49.99
O100603,2023-04-10,Charger,Accessories,Central,1,49.99,49.99
O100604,2024-04-16,Wireless Mouse,Peripherals,East,4,14.99,59.96
O100605,2024-02-15,Wireless Mouse,Peripherals,West,3,14.99,44.97
O100606,2023-11-16,Keyboard,Peripherals,Central,2,19.99,39.98
O100607,2024-02-14,Laptop Stand,Accessories,East,2,24.99,49.98
O100608,2023-06-24,Wireless Mouse,Peripherals,Central,1,19.99,19.99
O100609,2024-01-25,Earbuds,Audio,Central,2,29.99,59.98
O100610,2023-04-22,Laptop Stand,Accessories,Central,3,19.99,59.97
O100611,2023-08-29,Wireless Mouse,Peripherals,East,3,199.99,599.97
O100612,2023-03-21,Charger,Accessories,Central,2,199.99,399.98
O100613,2023-07-24,Phone Case,Accessories,Central,1,19.99,19.99
O100614,2023-07-03,Monitor,Displays,East,2,79.99,159.98
O100615,2023-08-15,Charger,Accessories,West,1,29.99,29.99
O100616,2023-09-15,Phone Case,Accessories,East,4,149.99,599.96
O100617,2023-01-19,Webcam,Peripherals,West,1,199.99,199.99
O100618,2023-07-04,Keyboard,Peripherals,West,4,149.99,599.96
O100619,2024-03-31,Earbuds,Audio,West,3,24.99,74.97
O100620,2023-08-22,Wireless Mouse,Peripherals,Central,2,29.99,59.98
O100621,2023-10-20,Keyboard,Peripherals,East,1,149.99,149.99
O100622,2023-02-25,Phone Case,Accessories,East,1,24.99,24.99
O100623,2023-07-29,Earbuds,Audio,Central,2,9.99,19.98
O100624,2024-06-07,Laptop Stand,Accessories,East,4,24.99,99.96
O100625,2023-10-23,Phone Case,Accessories,East,2,24.99,49.98
O100626,2023-01-11,Wireless Mouse,Peripherals,East,4,9.99,39.96
O100627,2024-01-25,Earbuds,Audio,Central,1,14.99,14.99
O100628,2024-02-20,Charger,Accessories,West,2,24.99,49.98
O100629,2023-07-25,Laptop Stand,Accessories,Central,4,149.99,599.96
O100630,2023-01-18,USB-C Cable,Accessories,West,3,24.99,74.97
O100631,2024-03-24,Earbuds,Audio,Central,3,29.99,89.97
O100632,2023-05-17,Wireless Mouse,Peripherals,Central,3,19.99,59.97
O100633,2024-05-11,HDMI Cable,Accessories,Central,3,14.99,44.97
O100634,2023-07-16,HDMI Cable,Accessories,East,3,14.99,44.97
O100635,2023-07-29,Wireless Mouse,Peripherals,East,3,9.99,29.97
O100636,2024-03-04,Webcam,Peripherals,West,1,9.99,9.99
O100637,2023-03-16,Charger,Accessories,West,4,24.99,99.96
O100638,2023-01-16,USB-C Cable,Accessories,Central,1,49.99,49.99
O100639,2024-02-15,HDMI Cable,Accessories,Central,2,9.99,19.98
O100640,2024-05-14,USB-C Cable,Accessories,East,2,199.99,399.98
O100641,2024-06-20,Charger,Accessories,East,1,29.99,29.99
O100642,2023-03-11,Keyboard,Peripherals,West,4,149.99,599.96
O100643,2023-03-21,Keyboard,Peripherals,West,2,79.99,159.98
O100644,2023-07-02,Wireless Mouse,Peripherals,East,3,24.99,74.97
O100645,2024-01-20,Phone Case,Accessories,East,1,19.99,19.99
O100646,2024-05-07,USB-C Cable,Accessories,East,4,19.99,79.96
O100647,2024-03-21,Laptop Stand,Accessories,East,1,14.99,14.99
O100648,2023-07-22,Charger,Accessories,East,3,29.99,89.97
O100649,2024-05-12,Earbuds,Audio,East,4,24.99,99.96
O100650,2023-05-19,Wireless Mouse,Peripherals,East,4,29.99,119.96
O100651,2023-03-08,Monitor,Displays,East,3,14.99,44.97
O100652,2023-08-23,Earbuds,Audio,East,4,79.99,319.96
O100653,2023-02-19,Webcam,Peripherals,East,2,149.99,299.98
O100654,2024-01-02,Phone Case,Accessories,East,2,49.99,99.98
O100655,2024-06-17,Phone Case,Accessories,West,1,9.99,9.99
O100656,2023-02-27,Phone Case,Accessories,Central,3,14.99,44.97
O100657,2023-03-05,Charger,Accessories,Central,4,79.99,319.96
O100658,2023-04-07,Keyboard,Peripherals,West,1,19.99,19.99
O100659,2023-04-06,Wireless Mouse,Peripherals,East,3,24.99,74.97
O100660,2023-10-16,Laptop Stand,Accessories,East,3,199.99,599.97
O100661,2023-11-07,Earbuds,Audio,West,1,79.99,79.99
O100662,2024-05-28,HDMI Cable,Accessories,West,3,24.99,74.97
O100663,2023-08-29,Keyboard,Peripherals,West,4,79.99,319.96
O100664,2024-05-15,Keyboard,Peripherals,West,4,19.99,79.96
O100665,2024-02-10,Keyboard,Peripherals,West,4,14.99,59.96
O100666,2024-04-06,Keyboard,Peripherals,Central,3,29.99,89.97
O100667,2023-04-13,HDMI Cable,Accessories,East,4,79.99,319.96
O100668,2023-09-03,Keyboard,Peripherals,East,4,19.99,79.96
O100669,2024-05-08,Laptop Stand,Accessories,East,4,199.99,799.96
O100670,2024-02-10,Earbuds,Audio,West,2,19.99,39.98
O100671,2023-04-28,Earbuds,Audio,West,3,49.99,149.97
O100672,2024-04-01,Phone Case,Accessories,East,2,14.99,29.98
O100673,2024-02-20,Earbuds,Audio,East,2,49.99,99.98
O100674,2023-03-21,Keyboard,Peripherals,West,3,14.99,44.97
O100675,2023-02-06,Earbuds,Audio,East,3,19.99,59.97
O100676,2023-05-20,Monitor,Displays,East,4,9.99,39.96
O100677,2023-09-13,Keyboard,Peripherals,East,1,14.99,14.99
O100678,2023-03-24,USB-C Cable,Accessories,Central,3,14.99,44.97
O100679,2023-01-18,Earbuds,Audio,East,3,79.99,239.96999999999997
O100680,2023-03-01,Keyboard,Peripherals,West,3,79.99,239.96999999999997
O100681,2023-06-19,Keyboard,Peripherals,East,1,149.99,149.99
O100682,2023-07-30,Earbuds,Audio,West,3,19.99,59.97
O100683,2023-06-18,Earbuds,Audio,East,1,14.99,14.99
O100684,2023-08-30,Phone Case,Accessories,East,3,14.99,44.97
O100685,2024-01-24,HDMI Cable,Accessories,Central,3,14.99,44.97
O100686,2023-05-14,Keyboard,Peripherals,West,2,9.99,19.98
O100687,2023-09-03,Laptop Stand,Accessories,East,2,24.99,49.98
O100688,2024-01-29,Earbuds,Audio,Central,2,14.99,29.98
O100689,2023-01-31,Phone Case,Accessories,Central,3,49.99,149.97
O100690,2024-05-22,Phone Case,Accessories,East,1,49.99,49.99
O100691,2024-06-21,HDMI Cable,Accessories,West,4,24.99,99.96
O100692,2023-06-06,Webcam,Peripherals,West,2,14.99,29.98
O100693,2024-04-24,Wireless Mouse,Peripherals,East,4,199.99,799.96
O100694,2023-05-17,USB-C Cable,Accessories,West,4,14.99,59.96
O100695,2024-05-09,Keyboard,Peripherals,East,3,149.99,449.97
O100696,2023-12-23,Wireless Mouse,Peripherals,Central,1,199.99,199.99
O100697,2023-05-14,Phone Case,Accessories,East,4,199.99,799.96
O100698,2023-02-03,Monitor,Displays,Central,4,49.99,199.96
O100699,2023-08-01,Earbuds,Audio,East,3,49.99,149.97
O100700,2024-02-07,Charger,Accessories,East,4,149.99,599.96
O100701,2023-05-03,Webcam,Peripherals,East,4,79.99,319.96
O100702,2023-10-05,Earbuds,Audio,Central,2,79.99,159.98
O100703,2023-03-09,Keyboard,Peripherals,Central,4,199.99,799.96
O100704,2023-08-18,Phone Case,Accessories,East,3,19.99,59.97
O100705,2023-01-18,USB-C Cable,Accessories,West,1,9.99,9.99
O100706,2024-06-16,Keyboard,Peripherals,East,3,49.99,149.97
O100707,2023-09-29,Earbuds,Audio,West,2,49.99,99.98
O100708,2024-03-30,Earbuds,Audio,East,3,149.99,449.97
O100709,2023-03-08,USB-C Cable,Accessories,Central,2,14.99,29.98
O100710,2023-04-01,Wireless Mouse,Peripherals,East,3,9.99,29.97
O100711,2023-04-06,Webcam,Peripherals,Central,2,149.99,299.98
O100712,2023-11-04,Wireless Mouse,Peripherals,East,4,199.99,799.96
O100713,2024-04-09,USB-C Cable,Accessories,West,1,19.99,19.99
O100714,2023-11-24,Wireless Mouse,Peripherals,West,1,19.99,19.99
O100715,2023-09-19,Keyboard,Peripherals,West,4,79.99,319.96
O100716,2024-05-23,HDMI Cable,Accessories,West,3,49.99,149.97
O100717,2023-04-10,HDMI Cable,Accessories,West,1,19.99,19.99
O100718,2023-03-30,USB-C Cable,Accessories,East,2,49.99,99.98
O100719,2023-12-28,USB-C Cable,Accessories,East,1,49.99,49.99
O100720,2024-04-06,Wireless Mouse,Peripherals,Central,4,9.99,39.96
O100721,2023-05-24,Keyboard,Peripherals,East,4,79.99,319.96
O100722,2023-05-21,Monitor,Displays,East,4,49.99,199.96
O100723,2023-10-12,Wireless Mouse,Peripherals,East,1,199.99,199.99
O100724,2024-02-25,Keyboard,Peripherals,West,3,14.99,44.97
O100725,2023-06-02,Charger,Accessories,Central,2,149.99,299.98
O100726,2024-03-20,Keyboard,Peripherals,West,3,79.99,239.96999999999997
O100727,2023-10-06,Monitor,Displays,East,4,24.99,99.96
O100728,2024-01-16,HDMI Cable,Accessories,East,4,9.99,39.96
O100729,2023-12-06,Keyboard,Peripherals,East,4,79.99,319.96
O100730,2023-09-17,Charger,Accessories,East,1,199.99,199.99
O100731,2023-10-17,Charger,Accessories,East,2,14.99,29.98
O100732,2024-06-21,Earbuds,Audio,East,3,14.99,44.97
O100733,2023-08-02,USB-C Cable,Accessories,Central,1,9.99,9.99
O100734,2024-05-25,Wireless Mouse,Peripherals,East,3,14.99,44.97
O100735,2024-03-03,Laptop Stand,Accessories,West,2,79.99,159.98
O100736,2023-04-09,Keyboard,Peripherals,East,4,14.99,59.96
O100737,2024-04-16,HDMI Cable,Accessories,East,4,199.99,799.96
O100738,2023-07-26,Wireless Mouse,Peripherals,Central,3,149.99,449.97
O100739,2023-04-07,Wireless Mouse,Peripherals,East,4,79.99,319.96
O100740,2023-05-17,HDMI Cable,Accessories,East,4,9.99,39.96
O100741,2023-03-15,Webcam,Peripherals,Central,1,29.99,29.99
O100742,2023-07-03,Keyboard,Peripherals,East,1,14.99,14.99
O100743,2023-03-03,Charger,Accessories,East,3,49.99,149.97
O100744,2023-10-21,Monitor,Displays,Central,1,49.99,49.99
O100745,2024-06-12,USB-C Cable,Accessories,East,2,79.99,159.98
O100746,2024-06-04,Monitor,Displays,Central,4,79.99,319.96
O100747,2024-05-23,Wireless Mouse,Peripherals,East,3,49.99,149.97
O100748,2023-05-12,Phone Case,Accessories,West,2,149.99,299.98
O100749,2023-05-05,Webcam,Peripherals,East,2,24.99,49.98
O100750,2024-01-02,Phone Case,Accessories,East,2,149.99,299.98
O100751,2024-06-07,Monitor,Displays,Central,1,149.99,149.99
O100752,2024-03-22,Wireless Mouse,Peripherals,Central,4,9.99,39.96
O100753,2023-04-23,Earbuds,Audio,East,1,24.99,24.99
O100754,2024-02-02,Wireless Mouse,Peripherals,West,1,49.99,49.99
O100755,2023-10-01,Webcam,Peripherals,East,2,199.99,399.98
O100756,2023-08-27,Charger,Accessories,East,2,199.99,399.98
O100757,2023-09-26,Monitor,Displays,East,4,149.99,599.96
O100758,2023-10-22,Charger,Accessories,West,3,9.99,29.97
O100759,2024-05-09,Charger,Accessories,West,4,149.99,599.96
O100760,2024-03-03,Monitor,Displays,West,3,9.99,29.97
O100761,2023-01-22,Earbuds,Audio,Central,3,149.99,449.97
O100762,2024-02-16,Wireless Mouse,Peripherals,East,1,79.99,79.99
O100763,2023-06-20,Wireless Mouse,Peripherals,East,3,199.99,599.97
O100764,2023-07-02,Earbuds,Audio,East,2,149.99,299.98
O100765,2023-11-20,Keyboard,Peripherals,West,1,199.99,199.99
O100766,2024-06-15,Charger,Accessories,Central,4,49.99,199.96
O100767,2023-02-05,Earbuds,Audio,West,2,29.99,59.98
O100768,2023-10-05,Phone Case,Accessories,West,4,19.99,79.96
O100769,2023-05-08,Monitor,Displays,Central,4,24.99,99.96
O100770,2024-05-08,Monitor,Displays,Central,4,9.99,39.96
O100771,2023-09-09,Keyboard,Peripherals,West,4,79.99,319.96
O100772,2024-04-06,Wireless Mouse,Peripherals,West,2,29.99,59.98
O100773,2024-04-20,Keyboard,Peripherals,East,2,199.99,399.98
O100774,2023-02-24,Webcam,Peripherals,West,1,199.99,199.99
O100775,2024-02-15,Phone Case,Accessories,West,4,49.99,199.96
O100776,2024-03-02,USB-C Cable,Accessories,West,2,199.99,399.98
O100777,2024-03-23,Earbuds,Audio,East,4,9.99,39.96
O100778,2024-06-17,HDMI Cable,Accessories,Central,1,29.99,29.99
O100779,2024-02-15,HDMI Cable,Accessories,East,4,9.99,39.96
O100780,2024-03-26,Monitor,Displays,Central,1,14.99,14.99
O100781,2024-01-18,Charger,Accessories,Central,2,29.99,59.98
O100782,2023-06-09,USB-C Cable,Accessories,East,4,149.99,599.96
O100783,2024-04-03,Wireless Mouse,Peripherals,Central,3,149.99,449.97
O100784,2024-01-14,Wireless Mouse,Peripherals,West,2,79.99,159.98
O100785,2024-01-03,Earbuds,Audio,West,2,149.99,299.98
O100786,2024-06-09,HDMI Cable,Accessories,East,2,199.99,399.98
O100787,2024-02-02,Earbuds,Audio,East,2,24.99,49.98
O100788,2023-07-03,Wireless Mouse,Peripherals,East,1,14.99,14.99
O100789,2023-06-12,HDMI Cable,Accessories,West,2,29.99,59.98
O100790,2023-06-27,Keyboard,Peripherals,West,3,199.99,599.97
O100791,2023-04-01,USB-C Cable,Accessories,West,2,29.99,59.98
O100792,2023-02-13,Wireless Mouse,Peripherals,West,2,199.99,399.98
O100793,2024-02-13,HDMI Cable,Accessories,East,1,9.99,9.99
O100794,2024-02-28,Earbuds,Audio,East,4,29.99,119.96
O100795,2023-03-31,Charger,Accessories,Central,4,9.99,39.96
O100796,2023-08-01,Charger,Accessories,Central,4,79.99,319.96
O100797,2024-05-11,USB-C Cable,Accessories,East,3,29.99,89.97
